step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
10.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
15.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
20.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
25.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
30.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
35.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
40.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
45.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
50.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
55.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
60.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
65.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
70.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
75.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
80.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
85.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
90.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
95.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
100.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
105.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
110.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
115.0,0,0,0.0,0.0,0,0.0,1.0,0,0.0
120.0,0,0.0,0.0,13.165452490211464,0,0.0,0.9578946461395017,0,0.0
125.0,0,0.0,0.0,13.122050917026922,0,0.0,0.9542264460256462,0,0.0
130.0,0,0.0,0.0,13.521691927293473,0,0.0,0.9832674460254123,0,0.0
135.0,0,0.0,0.0,13.628064000644413,0,0.0,0.9910075280767789,0,0.0
140.0,0,0.0,0.0,13.32680154494305,0,0.0,0.9690974110154815,0,0.0
145.0,0,0.0,0.0,13.535639356021461,0,0.0,0.9842731219856087,0,0.0
150.0,0,0.0,0.0,13.522667907949694,0,0.0,0.9833324184622576,0,0.0
155.0,0,0.0,0.0,13.463809736436856,0,0.0,0.9790596972483954,0,0.0
160.0,0,0.0,0.0,13.409202070397482,0,0.0,0.9750868174672847,0,0.0
